id,original_id,split,target_prefix_ratio,visible_ratio,prefix_tokens,total_tokens,hidden_tokens,prefix_utterance,masked_utterance,full_utterance,full_label,label,label_source
deepseek3000-00575__p060,deepseek3000-00575,train,0.60,0.714286,5,7,2,Bring me the book on,Bring me the book on <MASK> <MASK>,Bring me the book on the table.,motion_query,motion_query,motion_cue_seen
deepseek3000-00575__p080,deepseek3000-00575,train,0.80,0.857143,6,7,1,Bring me the book on the,Bring me the book on the <MASK>,Bring me the book on the table.,motion_query,motion_query,motion_cue_seen
deepseek3000-00575__p100,deepseek3000-00575,train,1.00,1.000000,7,7,0,Bring me the book on the table.,Bring me the book on the table.,Bring me the book on the table.,motion_query,motion_query,complete_input
deepseek3000-01385__p020,deepseek3000-01385,train,0.20,0.285714,2,7,5,Make a,Make a <MASK> <MASK> <MASK> <MASK> <MASK>,Make a gesture that means 'come here'.,motion_query,wait,motion_cue_not_seen
deepseek3000-01385__p040,deepseek3000-01385,train,0.40,0.428571,3,7,4,Make a gesture,Make a gesture <MASK> <MASK> <MASK> <MASK>,Make a gesture that means 'come here'.,motion_query,motion_query,motion_cue_seen
deepseek3000-01385__p060,deepseek3000-01385,train,0.60,0.714286,5,7,2,Make a gesture that means,Make a gesture that means <MASK> <MASK>,Make a gesture that means 'come here'.,motion_query,motion_query,motion_cue_seen
deepseek3000-01385__p080,deepseek3000-01385,train,0.80,0.857143,6,7,1,Make a gesture that means 'come,Make a gesture that means 'come <MASK>,Make a gesture that means 'come here'.,motion_query,motion_query,motion_cue_seen
deepseek3000-01385__p100,deepseek3000-01385,train,1.00,1.000000,7,7,0,Make a gesture that means 'come here'.,Make a gesture that means 'come here'.,Make a gesture that means 'come here'.,motion_query,motion_query,complete_input
deepseek3000-01389__p020,deepseek3000-01389,train,0.20,0.250000,1,4,3,Bark,Bark <MASK> <MASK> <MASK>,Bark like a dog.,motion_query,wait,motion_cue_not_seen
deepseek3000-01389__p040,deepseek3000-01389,train,0.40,0.500000,2,4,2,Bark like,Bark like <MASK> <MASK>,Bark like a dog.,motion_query,wait,motion_cue_not_seen
deepseek3000-01389__p060,deepseek3000-01389,train,0.60,0.750000,3,4,1,Bark like a,Bark like a <MASK>,Bark like a dog.,motion_query,wait,motion_cue_not_seen
deepseek3000-01389__p080,deepseek3000-01389,train,0.80,1.000000,4,4,0,Bark like a dog.,Bark like a dog.,Bark like a dog.,motion_query,motion_query,complete_input
deepseek3000-01389__p100,deepseek3000-01389,train,1.00,1.000000,4,4,0,Bark like a dog.,Bark like a dog.,Bark like a dog.,motion_query,motion_query,complete_input
deepseek3000-00198__p020,deepseek3000-00198,train,0.20,0.333333,2,6,4,Can you,Can you <MASK> <MASK> <MASK> <MASK>,Can you play some calming music?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00198__p040,deepseek3000-00198,train,0.40,0.500000,3,6,3,Can you play,Can you play <MASK> <MASK> <MASK>,Can you play some calming music?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00198__p060,deepseek3000-00198,train,0.60,0.666667,4,6,2,Can you play some,Can you play some <MASK> <MASK>,Can you play some calming music?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00198__p080,deepseek3000-00198,train,0.80,0.833333,5,6,1,Can you play some calming,Can you play some calming <MASK>,Can you play some calming music?,chat,chat,high_ratio_no_motion_cue
deepseek3000-00198__p100,deepseek3000-00198,train,1.00,1.000000,6,6,0,Can you play some calming music?,Can you play some calming music?,Can you play some calming music?,chat,chat,complete_input
deepseek3000-02089__p020,deepseek3000-02089,train,0.20,0.200000,1,5,4,Wave,Wave <MASK> <MASK> <MASK> <MASK>,Wave goodbye to the visitor.,motion_query,motion_query,motion_cue_seen
deepseek3000-02089__p040,deepseek3000-02089,train,0.40,0.400000,2,5,3,Wave goodbye,Wave goodbye <MASK> <MASK> <MASK>,Wave goodbye to the visitor.,motion_query,motion_query,motion_cue_seen
deepseek3000-02089__p060,deepseek3000-02089,train,0.60,0.600000,3,5,2,Wave goodbye to,Wave goodbye to <MASK> <MASK>,Wave goodbye to the visitor.,motion_query,motion_query,motion_cue_seen
deepseek3000-02089__p080,deepseek3000-02089,train,0.80,0.800000,4,5,1,Wave goodbye to the,Wave goodbye to the <MASK>,Wave goodbye to the visitor.,motion_query,motion_query,motion_cue_seen
deepseek3000-02089__p100,deepseek3000-02089,train,1.00,1.000000,5,5,0,Wave goodbye to the visitor.,Wave goodbye to the visitor.,Wave goodbye to the visitor.,motion_query,motion_query,complete_input
deepseek3000-00783__p020,deepseek3000-00783,train,0.20,0.222222,2,9,7,I'm feeling,I'm feeling <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,"I'm feeling sad today, can you cheer me up?",chat,wait,chat_prefix_too_ambiguous
deepseek3000-00783__p040,deepseek3000-00783,train,0.40,0.444444,4,9,5,"I'm feeling sad today,","I'm feeling sad today, <MASK> <MASK> <MASK> <MASK> <MASK>","I'm feeling sad today, can you cheer me up?",chat,wait,chat_prefix_too_ambiguous
deepseek3000-00783__p060,deepseek3000-00783,train,0.60,0.666667,6,9,3,"I'm feeling sad today, can you","I'm feeling sad today, can you <MASK> <MASK> <MASK>","I'm feeling sad today, can you cheer me up?",chat,wait,chat_prefix_too_ambiguous
deepseek3000-00783__p080,deepseek3000-00783,train,0.80,0.888889,8,9,1,"I'm feeling sad today, can you cheer me","I'm feeling sad today, can you cheer me <MASK>","I'm feeling sad today, can you cheer me up?",chat,chat,high_ratio_no_motion_cue
deepseek3000-00783__p100,deepseek3000-00783,train,1.00,1.000000,9,9,0,"I'm feeling sad today, can you cheer me up?","I'm feeling sad today, can you cheer me up?","I'm feeling sad today, can you cheer me up?",chat,chat,complete_input
deepseek3000-00561__p020,deepseek3000-00561,train,0.20,0.200000,1,5,4,Explain,Explain <MASK> <MASK> <MASK> <MASK>,Explain the concept of time.,chat,chat,text_cue_seen
deepseek3000-00561__p040,deepseek3000-00561,train,0.40,0.400000,2,5,3,Explain the,Explain the <MASK> <MASK> <MASK>,Explain the concept of time.,chat,chat,text_cue_seen
deepseek3000-00561__p060,deepseek3000-00561,train,0.60,0.600000,3,5,2,Explain the concept,Explain the concept <MASK> <MASK>,Explain the concept of time.,chat,chat,text_cue_seen
deepseek3000-00561__p080,deepseek3000-00561,train,0.80,0.800000,4,5,1,Explain the concept of,Explain the concept of <MASK>,Explain the concept of time.,chat,chat,text_cue_seen
deepseek3000-00561__p100,deepseek3000-00561,train,1.00,1.000000,5,5,0,Explain the concept of time.,Explain the concept of time.,Explain the concept of time.,chat,chat,complete_input
deepseek3000-00748__p020,deepseek3000-00748,train,0.20,0.222222,2,9,7,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Can you give me a recipe for chocolate cake?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00748__p040,deepseek3000-00748,train,0.40,0.444444,4,9,5,Can you give me,Can you give me <MASK> <MASK> <MASK> <MASK> <MASK>,Can you give me a recipe for chocolate cake?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00748__p060,deepseek3000-00748,train,0.60,0.666667,6,9,3,Can you give me a recipe,Can you give me a recipe <MASK> <MASK> <MASK>,Can you give me a recipe for chocolate cake?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00748__p080,deepseek3000-00748,train,0.80,0.888889,8,9,1,Can you give me a recipe for chocolate,Can you give me a recipe for chocolate <MASK>,Can you give me a recipe for chocolate cake?,chat,chat,high_ratio_no_motion_cue
deepseek3000-00748__p100,deepseek3000-00748,train,1.00,1.000000,9,9,0,Can you give me a recipe for chocolate cake?,Can you give me a recipe for chocolate cake?,Can you give me a recipe for chocolate cake?,chat,chat,complete_input
deepseek3000-01091__p020,deepseek3000-01091,train,0.20,0.285714,2,7,5,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK>,Can you help me plan my weekend?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01091__p040,deepseek3000-01091,train,0.40,0.428571,3,7,4,Can you help,Can you help <MASK> <MASK> <MASK> <MASK>,Can you help me plan my weekend?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01091__p060,deepseek3000-01091,train,0.60,0.714286,5,7,2,Can you help me plan,Can you help me plan <MASK> <MASK>,Can you help me plan my weekend?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01091__p080,deepseek3000-01091,train,0.80,0.857143,6,7,1,Can you help me plan my,Can you help me plan my <MASK>,Can you help me plan my weekend?,chat,chat,high_ratio_no_motion_cue
deepseek3000-01091__p100,deepseek3000-01091,train,1.00,1.000000,7,7,0,Can you help me plan my weekend?,Can you help me plan my weekend?,Can you help me plan my weekend?,chat,chat,complete_input
deepseek3000-01814__p020,deepseek3000-01814,train,0.20,0.200000,1,5,4,Demonstrate,Demonstrate <MASK> <MASK> <MASK> <MASK>,Demonstrate the dance move again.,motion_query,motion_query,motion_cue_seen
deepseek3000-01814__p040,deepseek3000-01814,train,0.40,0.400000,2,5,3,Demonstrate the,Demonstrate the <MASK> <MASK> <MASK>,Demonstrate the dance move again.,motion_query,motion_query,motion_cue_seen
deepseek3000-01814__p060,deepseek3000-01814,train,0.60,0.600000,3,5,2,Demonstrate the dance,Demonstrate the dance <MASK> <MASK>,Demonstrate the dance move again.,motion_query,motion_query,motion_cue_seen
deepseek3000-01814__p080,deepseek3000-01814,train,0.80,0.800000,4,5,1,Demonstrate the dance move,Demonstrate the dance move <MASK>,Demonstrate the dance move again.,motion_query,motion_query,motion_cue_seen
deepseek3000-01814__p100,deepseek3000-01814,train,1.00,1.000000,5,5,0,Demonstrate the dance move again.,Demonstrate the dance move again.,Demonstrate the dance move again.,motion_query,motion_query,complete_input
deepseek3000-00818__p020,deepseek3000-00818,train,0.20,0.333333,2,6,4,What are,What are <MASK> <MASK> <MASK> <MASK>,What are some healthy breakfast ideas?,chat,chat,text_cue_seen
deepseek3000-00818__p040,deepseek3000-00818,train,0.40,0.500000,3,6,3,What are some,What are some <MASK> <MASK> <MASK>,What are some healthy breakfast ideas?,chat,chat,text_cue_seen
deepseek3000-00818__p060,deepseek3000-00818,train,0.60,0.666667,4,6,2,What are some healthy,What are some healthy <MASK> <MASK>,What are some healthy breakfast ideas?,chat,chat,text_cue_seen
deepseek3000-00818__p080,deepseek3000-00818,train,0.80,0.833333,5,6,1,What are some healthy breakfast,What are some healthy breakfast <MASK>,What are some healthy breakfast ideas?,chat,chat,text_cue_seen
deepseek3000-00818__p100,deepseek3000-00818,train,1.00,1.000000,6,6,0,What are some healthy breakfast ideas?,What are some healthy breakfast ideas?,What are some healthy breakfast ideas?,chat,chat,complete_input
deepseek3000-00137__p020,deepseek3000-00137,train,0.20,0.333333,2,6,4,Can you,Can you <MASK> <MASK> <MASK> <MASK>,Can you recommend a good restaurant?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00137__p040,deepseek3000-00137,train,0.40,0.500000,3,6,3,Can you recommend,Can you recommend <MASK> <MASK> <MASK>,Can you recommend a good restaurant?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00137__p060,deepseek3000-00137,train,0.60,0.666667,4,6,2,Can you recommend a,Can you recommend a <MASK> <MASK>,Can you recommend a good restaurant?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00137__p080,deepseek3000-00137,train,0.80,0.833333,5,6,1,Can you recommend a good,Can you recommend a good <MASK>,Can you recommend a good restaurant?,chat,chat,high_ratio_no_motion_cue
deepseek3000-00137__p100,deepseek3000-00137,train,1.00,1.000000,6,6,0,Can you recommend a good restaurant?,Can you recommend a good restaurant?,Can you recommend a good restaurant?,chat,chat,complete_input
deepseek3000-00815__p020,deepseek3000-00815,train,0.20,0.285714,2,7,5,What tasks,What tasks <MASK> <MASK> <MASK> <MASK> <MASK>,What tasks are you capable of performing?,chat,chat,text_cue_seen
deepseek3000-00815__p040,deepseek3000-00815,train,0.40,0.428571,3,7,4,What tasks are,What tasks are <MASK> <MASK> <MASK> <MASK>,What tasks are you capable of performing?,chat,chat,text_cue_seen
deepseek3000-00815__p060,deepseek3000-00815,train,0.60,0.714286,5,7,2,What tasks are you capable,What tasks are you capable <MASK> <MASK>,What tasks are you capable of performing?,chat,chat,text_cue_seen
deepseek3000-00815__p080,deepseek3000-00815,train,0.80,0.857143,6,7,1,What tasks are you capable of,What tasks are you capable of <MASK>,What tasks are you capable of performing?,chat,chat,text_cue_seen
deepseek3000-00815__p100,deepseek3000-00815,train,1.00,1.000000,7,7,0,What tasks are you capable of performing?,What tasks are you capable of performing?,What tasks are you capable of performing?,chat,chat,complete_input
deepseek3000-02373__p020,deepseek3000-02373,train,0.20,0.250000,2,8,6,What do,What do <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,What do you recommend for a beginner cook?,chat,chat,text_cue_seen
deepseek3000-02373__p040,deepseek3000-02373,train,0.40,0.500000,4,8,4,What do you recommend,What do you recommend <MASK> <MASK> <MASK> <MASK>,What do you recommend for a beginner cook?,chat,chat,text_cue_seen
deepseek3000-02373__p060,deepseek3000-02373,train,0.60,0.625000,5,8,3,What do you recommend for,What do you recommend for <MASK> <MASK> <MASK>,What do you recommend for a beginner cook?,chat,chat,text_cue_seen
deepseek3000-02373__p080,deepseek3000-02373,train,0.80,0.875000,7,8,1,What do you recommend for a beginner,What do you recommend for a beginner <MASK>,What do you recommend for a beginner cook?,chat,chat,text_cue_seen
deepseek3000-02373__p100,deepseek3000-02373,train,1.00,1.000000,8,8,0,What do you recommend for a beginner cook?,What do you recommend for a beginner cook?,What do you recommend for a beginner cook?,chat,chat,complete_input
deepseek3000-00659__p020,deepseek3000-00659,train,0.20,0.222222,2,9,7,What is,What is <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,What is a good way to start a conversation?,chat,chat,text_cue_seen
deepseek3000-00659__p040,deepseek3000-00659,train,0.40,0.444444,4,9,5,What is a good,What is a good <MASK> <MASK> <MASK> <MASK> <MASK>,What is a good way to start a conversation?,chat,chat,text_cue_seen
deepseek3000-00659__p060,deepseek3000-00659,train,0.60,0.666667,6,9,3,What is a good way to,What is a good way to <MASK> <MASK> <MASK>,What is a good way to start a conversation?,chat,chat,text_cue_seen
deepseek3000-00659__p080,deepseek3000-00659,train,0.80,0.888889,8,9,1,What is a good way to start a,What is a good way to start a <MASK>,What is a good way to start a conversation?,chat,chat,text_cue_seen
deepseek3000-00659__p100,deepseek3000-00659,train,1.00,1.000000,9,9,0,What is a good way to start a conversation?,What is a good way to start a conversation?,What is a good way to start a conversation?,chat,chat,complete_input
deepseek3000-01311__p020,deepseek3000-01311,train,0.20,0.272727,3,11,8,Do you think,Do you think <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Do you think I should take the train or the bus?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01311__p040,deepseek3000-01311,train,0.40,0.454545,5,11,6,Do you think I should,Do you think I should <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Do you think I should take the train or the bus?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01311__p060,deepseek3000-01311,train,0.60,0.636364,7,11,4,Do you think I should take the,Do you think I should take the <MASK> <MASK> <MASK> <MASK>,Do you think I should take the train or the bus?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01311__p080,deepseek3000-01311,train,0.80,0.818182,9,11,2,Do you think I should take the train or,Do you think I should take the train or <MASK> <MASK>,Do you think I should take the train or the bus?,chat,chat,high_ratio_no_motion_cue
deepseek3000-01311__p100,deepseek3000-01311,train,1.00,1.000000,11,11,0,Do you think I should take the train or the bus?,Do you think I should take the train or the bus?,Do you think I should take the train or the bus?,chat,chat,complete_input
deepseek3000-01632__p020,deepseek3000-01632,train,0.20,0.222222,2,9,7,How long,How long <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,How long does it take to boil an egg?,chat,chat,text_cue_seen
deepseek3000-01632__p040,deepseek3000-01632,train,0.40,0.444444,4,9,5,How long does it,How long does it <MASK> <MASK> <MASK> <MASK> <MASK>,How long does it take to boil an egg?,chat,chat,text_cue_seen
deepseek3000-01632__p060,deepseek3000-01632,train,0.60,0.666667,6,9,3,How long does it take to,How long does it take to <MASK> <MASK> <MASK>,How long does it take to boil an egg?,chat,chat,text_cue_seen
deepseek3000-01632__p080,deepseek3000-01632,train,0.80,0.888889,8,9,1,How long does it take to boil an,How long does it take to boil an <MASK>,How long does it take to boil an egg?,chat,chat,text_cue_seen
deepseek3000-01632__p100,deepseek3000-01632,train,1.00,1.000000,9,9,0,How long does it take to boil an egg?,How long does it take to boil an egg?,How long does it take to boil an egg?,chat,chat,complete_input
deepseek3000-02275__p020,deepseek3000-02275,train,0.20,0.333333,2,6,4,Cover your,Cover your <MASK> <MASK> <MASK> <MASK>,Cover your eyes with your hands.,motion_query,wait,motion_cue_not_seen
deepseek3000-02275__p040,deepseek3000-02275,train,0.40,0.500000,3,6,3,Cover your eyes,Cover your eyes <MASK> <MASK> <MASK>,Cover your eyes with your hands.,motion_query,wait,motion_cue_not_seen
deepseek3000-02275__p060,deepseek3000-02275,train,0.60,0.666667,4,6,2,Cover your eyes with,Cover your eyes with <MASK> <MASK>,Cover your eyes with your hands.,motion_query,wait,motion_cue_not_seen
deepseek3000-02275__p080,deepseek3000-02275,train,0.80,0.833333,5,6,1,Cover your eyes with your,Cover your eyes with your <MASK>,Cover your eyes with your hands.,motion_query,wait,motion_cue_not_seen
deepseek3000-02275__p100,deepseek3000-02275,train,1.00,1.000000,6,6,0,Cover your eyes with your hands.,Cover your eyes with your hands.,Cover your eyes with your hands.,motion_query,motion_query,complete_input
deepseek3000-02722__p020,deepseek3000-02722,train,0.20,0.250000,2,8,6,Bring me,Bring me <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Bring me the remote control from the couch.,motion_query,motion_query,motion_cue_seen
deepseek3000-02722__p040,deepseek3000-02722,train,0.40,0.500000,4,8,4,Bring me the remote,Bring me the remote <MASK> <MASK> <MASK> <MASK>,Bring me the remote control from the couch.,motion_query,motion_query,motion_cue_seen
deepseek3000-02722__p060,deepseek3000-02722,train,0.60,0.625000,5,8,3,Bring me the remote control,Bring me the remote control <MASK> <MASK> <MASK>,Bring me the remote control from the couch.,motion_query,motion_query,motion_cue_seen
deepseek3000-02722__p080,deepseek3000-02722,train,0.80,0.875000,7,8,1,Bring me the remote control from the,Bring me the remote control from the <MASK>,Bring me the remote control from the couch.,motion_query,motion_query,motion_cue_seen
deepseek3000-02722__p100,deepseek3000-02722,train,1.00,1.000000,8,8,0,Bring me the remote control from the couch.,Bring me the remote control from the couch.,Bring me the remote control from the couch.,motion_query,motion_query,complete_input
deepseek3000-02169__p020,deepseek3000-02169,train,0.20,0.333333,2,6,4,Walk to,Walk to <MASK> <MASK> <MASK> <MASK>,Walk to the door and stop.,motion_query,motion_query,motion_cue_seen
deepseek3000-02169__p040,deepseek3000-02169,train,0.40,0.500000,3,6,3,Walk to the,Walk to the <MASK> <MASK> <MASK>,Walk to the door and stop.,motion_query,motion_query,motion_cue_seen
deepseek3000-02169__p060,deepseek3000-02169,train,0.60,0.666667,4,6,2,Walk to the door,Walk to the door <MASK> <MASK>,Walk to the door and stop.,motion_query,motion_query,motion_cue_seen
deepseek3000-02169__p080,deepseek3000-02169,train,0.80,0.833333,5,6,1,Walk to the door and,Walk to the door and <MASK>,Walk to the door and stop.,motion_query,motion_query,motion_cue_seen
deepseek3000-02169__p100,deepseek3000-02169,train,1.00,1.000000,6,6,0,Walk to the door and stop.,Walk to the door and stop.,Walk to the door and stop.,motion_query,motion_query,complete_input
deepseek3000-02937__p020,deepseek3000-02937,train,0.20,0.333333,2,6,4,Slide the,Slide the <MASK> <MASK> <MASK> <MASK>,Slide the cup closer to me.,motion_query,wait,motion_cue_not_seen
deepseek3000-02937__p040,deepseek3000-02937,train,0.40,0.500000,3,6,3,Slide the cup,Slide the cup <MASK> <MASK> <MASK>,Slide the cup closer to me.,motion_query,wait,motion_cue_not_seen
deepseek3000-02937__p060,deepseek3000-02937,train,0.60,0.666667,4,6,2,Slide the cup closer,Slide the cup closer <MASK> <MASK>,Slide the cup closer to me.,motion_query,wait,motion_cue_not_seen
deepseek3000-02937__p080,deepseek3000-02937,train,0.80,0.833333,5,6,1,Slide the cup closer to,Slide the cup closer to <MASK>,Slide the cup closer to me.,motion_query,wait,motion_cue_not_seen
deepseek3000-02937__p100,deepseek3000-02937,train,1.00,1.000000,6,6,0,Slide the cup closer to me.,Slide the cup closer to me.,Slide the cup closer to me.,motion_query,motion_query,complete_input
deepseek3000-02898__p020,deepseek3000-02898,train,0.20,0.333333,1,3,2,Pretend,Pretend <MASK> <MASK>,Pretend to sneeze.,motion_query,wait,motion_cue_not_seen
deepseek3000-02898__p040,deepseek3000-02898,train,0.40,0.666667,2,3,1,Pretend to,Pretend to <MASK>,Pretend to sneeze.,motion_query,wait,motion_cue_not_seen
deepseek3000-02898__p060,deepseek3000-02898,train,0.60,0.666667,2,3,1,Pretend to,Pretend to <MASK>,Pretend to sneeze.,motion_query,wait,motion_cue_not_seen
deepseek3000-02898__p080,deepseek3000-02898,train,0.80,1.000000,3,3,0,Pretend to sneeze.,Pretend to sneeze.,Pretend to sneeze.,motion_query,motion_query,complete_input
deepseek3000-02898__p100,deepseek3000-02898,train,1.00,1.000000,3,3,0,Pretend to sneeze.,Pretend to sneeze.,Pretend to sneeze.,motion_query,motion_query,complete_input
deepseek3000-01671__p020,deepseek3000-01671,train,0.20,0.250000,1,4,3,Lift,Lift <MASK> <MASK> <MASK>,Lift your right arm.,motion_query,motion_query,motion_cue_seen
deepseek3000-01671__p040,deepseek3000-01671,train,0.40,0.500000,2,4,2,Lift your,Lift your <MASK> <MASK>,Lift your right arm.,motion_query,motion_query,motion_cue_seen
deepseek3000-01671__p060,deepseek3000-01671,train,0.60,0.750000,3,4,1,Lift your right,Lift your right <MASK>,Lift your right arm.,motion_query,motion_query,motion_cue_seen
deepseek3000-01671__p080,deepseek3000-01671,train,0.80,1.000000,4,4,0,Lift your right arm.,Lift your right arm.,Lift your right arm.,motion_query,motion_query,complete_input
deepseek3000-01671__p100,deepseek3000-01671,train,1.00,1.000000,4,4,0,Lift your right arm.,Lift your right arm.,Lift your right arm.,motion_query,motion_query,complete_input
deepseek3000-01953__p020,deepseek3000-01953,train,0.20,0.250000,1,4,3,Hand,Hand <MASK> <MASK> <MASK>,Hand me the hammer.,motion_query,wait,motion_cue_not_seen
deepseek3000-01953__p040,deepseek3000-01953,train,0.40,0.500000,2,4,2,Hand me,Hand me <MASK> <MASK>,Hand me the hammer.,motion_query,motion_query,motion_cue_seen
deepseek3000-01953__p060,deepseek3000-01953,train,0.60,0.750000,3,4,1,Hand me the,Hand me the <MASK>,Hand me the hammer.,motion_query,motion_query,motion_cue_seen
deepseek3000-01953__p080,deepseek3000-01953,train,0.80,1.000000,4,4,0,Hand me the hammer.,Hand me the hammer.,Hand me the hammer.,motion_query,motion_query,complete_input
deepseek3000-01953__p100,deepseek3000-01953,train,1.00,1.000000,4,4,0,Hand me the hammer.,Hand me the hammer.,Hand me the hammer.,motion_query,motion_query,complete_input
deepseek3000-01535__p020,deepseek3000-01535,train,0.20,0.200000,1,5,4,Hold,Hold <MASK> <MASK> <MASK> <MASK>,Hold this for a moment.,motion_query,motion_query,motion_cue_seen
deepseek3000-01535__p040,deepseek3000-01535,train,0.40,0.400000,2,5,3,Hold this,Hold this <MASK> <MASK> <MASK>,Hold this for a moment.,motion_query,motion_query,motion_cue_seen
deepseek3000-01535__p060,deepseek3000-01535,train,0.60,0.600000,3,5,2,Hold this for,Hold this for <MASK> <MASK>,Hold this for a moment.,motion_query,motion_query,motion_cue_seen
deepseek3000-01535__p080,deepseek3000-01535,train,0.80,0.800000,4,5,1,Hold this for a,Hold this for a <MASK>,Hold this for a moment.,motion_query,motion_query,motion_cue_seen
deepseek3000-01535__p100,deepseek3000-01535,train,1.00,1.000000,5,5,0,Hold this for a moment.,Hold this for a moment.,Hold this for a moment.,motion_query,motion_query,complete_input
deepseek3000-00694__p020,deepseek3000-00694,train,0.20,0.333333,2,6,4,Can you,Can you <MASK> <MASK> <MASK> <MASK>,Can you explain how taxes work?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00694__p040,deepseek3000-00694,train,0.40,0.500000,3,6,3,Can you explain,Can you explain <MASK> <MASK> <MASK>,Can you explain how taxes work?,chat,chat,text_cue_seen
deepseek3000-00694__p060,deepseek3000-00694,train,0.60,0.666667,4,6,2,Can you explain how,Can you explain how <MASK> <MASK>,Can you explain how taxes work?,chat,chat,text_cue_seen
deepseek3000-00694__p080,deepseek3000-00694,train,0.80,0.833333,5,6,1,Can you explain how taxes,Can you explain how taxes <MASK>,Can you explain how taxes work?,chat,chat,text_cue_seen
deepseek3000-00694__p100,deepseek3000-00694,train,1.00,1.000000,6,6,0,Can you explain how taxes work?,Can you explain how taxes work?,Can you explain how taxes work?,chat,chat,complete_input
deepseek3000-00015__p020,deepseek3000-00015,train,0.20,0.285714,2,7,5,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK>,Can you solve this math problem verbally?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00015__p040,deepseek3000-00015,train,0.40,0.428571,3,7,4,Can you solve,Can you solve <MASK> <MASK> <MASK> <MASK>,Can you solve this math problem verbally?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00015__p060,deepseek3000-00015,train,0.60,0.714286,5,7,2,Can you solve this math,Can you solve this math <MASK> <MASK>,Can you solve this math problem verbally?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00015__p080,deepseek3000-00015,train,0.80,0.857143,6,7,1,Can you solve this math problem,Can you solve this math problem <MASK>,Can you solve this math problem verbally?,chat,chat,high_ratio_no_motion_cue
deepseek3000-00015__p100,deepseek3000-00015,train,1.00,1.000000,7,7,0,Can you solve this math problem verbally?,Can you solve this math problem verbally?,Can you solve this math problem verbally?,chat,chat,complete_input
deepseek3000-02570__p020,deepseek3000-02570,train,0.20,0.250000,2,8,6,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Can you calculate the square root of 144?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02570__p040,deepseek3000-02570,train,0.40,0.500000,4,8,4,Can you calculate the,Can you calculate the <MASK> <MASK> <MASK> <MASK>,Can you calculate the square root of 144?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02570__p060,deepseek3000-02570,train,0.60,0.625000,5,8,3,Can you calculate the square,Can you calculate the square <MASK> <MASK> <MASK>,Can you calculate the square root of 144?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02570__p080,deepseek3000-02570,train,0.80,0.875000,7,8,1,Can you calculate the square root of,Can you calculate the square root of <MASK>,Can you calculate the square root of 144?,chat,chat,high_ratio_no_motion_cue
deepseek3000-02570__p100,deepseek3000-02570,train,1.00,1.000000,8,8,0,Can you calculate the square root of 144?,Can you calculate the square root of 144?,Can you calculate the square root of 144?,chat,chat,complete_input
deepseek3000-01686__p020,deepseek3000-01686,train,0.20,0.250000,2,8,6,Use your,Use your <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Use your arm to point to the right.,motion_query,wait,motion_cue_not_seen
deepseek3000-01686__p040,deepseek3000-01686,train,0.40,0.500000,4,8,4,Use your arm to,Use your arm to <MASK> <MASK> <MASK> <MASK>,Use your arm to point to the right.,motion_query,wait,motion_cue_not_seen
deepseek3000-01686__p060,deepseek3000-01686,train,0.60,0.625000,5,8,3,Use your arm to point,Use your arm to point <MASK> <MASK> <MASK>,Use your arm to point to the right.,motion_query,motion_query,motion_cue_seen
